name,anime_id,type,episodes,rating,members
Inakappe Taishou,8786,TV,104,6.80,184
Inamuranohi,26299,OVA,1,8.00,47
Inazma Delivery,34502,TV,10,,32
Indie Anibox: Selma Danbaekjil Coffee,28235,Movie,1,7.22,109
Inemuri Buu-chan,32227,Movie,1,4.11,53
Inferious Wakusei Senshi Gaiden Condition Green,16259,OVA,6,6.08,116
Inochi Kagayaku Akari,26241,OVA,1,5.71,48
Inori no Te,26297,OVA,1,7.00,46
Instant History,14211,TV,312,6.68,155
Interior,24051,ONA,1,5.06,94
Introspection,29709,Movie,1,5.29,58
Inui-san!,24501,OVA,Unknown,5.20,106
Inumarudashi,10847,TV,4,5.47,332
Inuyama Kamiko no Kireigoto ja Owaranai!,25109,ONA,2,4.80,107
Ippon Bouchou Mantarou,6384,OVA,2,6.20,114
Ippou Nippon Mukashibanashi,33387,ONA,12,4.22,63
Iruka to Shounen,11421,TV,13,5.04,118
Isewan Taifuu Monogatari,25305,Movie,1,7.40,99
Ishii Hisaichi no Dai Seikai,19583,OVA,1,5.13,56
Ishii Hisaichi no Nanda Kanda Gekijou,28021,OVA,2,8.00,62
Ishinomori Shoutarou no Rekishi Adventure,25473,OVA,5,5.86,60
Ishitsubutsu Toriatsukaijo,32845,Music,1,5.11,72
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,28427,ONA,Unknown,5.58,115
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),31903,ONA,Unknown,6.00,197
Issunboushi,10760,Movie,1,6.00,120
Itazura Post,23183,Movie,1,7.00,77
Itazura Tenshi Chippo-chan,20025,TV,240,7.33,82
Itoshi no Betty Mamonogatari,9496,Movie,1,5.39,134
Itoshi no Muco OVA,32107,OVA,1,5.84,154
Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,23353,OVA,1,6.73,100
Itsumo Kokoro ni Ho,34121,ONA,1,4.86,63
Itsumo Kokoro ni Taiyou wo!,28071,TV,16,5.75,96
Iwata Kunchi no Obaachan,26119,OVA,1,6.33,52
J League wo 100-bai Tanoshiku Miru Houhou!!,27561,Movie,1,4.17,60
Jakusansei Million Arthur,30954,ONA,Unknown,6.61,372
Jakusansei Million Arthur Specials,33779,Special,3,5.89,130
Jam the Housnail,29367,TV,15,7.00,49
Jangdokdae,18323,Movie,1,4.36,60
Jankenman: Kaijuu Dai Kessen,10247,OVA,1,6.31,80
Japonese,32252,Movie,1,6.67,35
Jarinko Chie (TV),3947,TV,64,7.11,323
Jarujio Animal,24041,TV,10,8.33,57
Jataka Monogatari: Kiniro no Shika,29928,Movie,1,4.52,79
Jeonja Ingan 337,16399,Movie,1,4.54,83
Jeremy no Ki,29207,OVA,1,6.13,45
Jewelpet: Attack Chance!?,32707,ONA,Unknown,5.89,234
Ji no Nai Hagaki,23869,OVA,1,6.00,56
Jiaoao de Jiangjun,29623,Movie,1,5.64,107
Jibun no Mune ni te wo Atete,30764,OVA,1,4.88,47
Jidou Bungaku Library,30970,OVA,6,8.50,49
Jigoku Koushien,28489,OVA,1,5.14,69
Jigoku no Soubee,26331,OVA,1,7.33,53
Jijii: Owari no Hajimari,32800,Music,1,4.28,66
Jikan,29645,Movie,1,3.77,98
Jikkyou Chuukei,33886,Music,1,4.31,52
Jim Button,6701,TV,26,6.10,169
Jin Ken Mamoru-kun to Ayumi-chan Sekai wo Shiawase ni,30761,OVA,1,4.92,44
Jingi,10741,OVA,2,5.86,124
Jinxiu Shenzhou Zhi Qi You Ji,33267,TV,Unknown,4.67,106
Jinzou Konchuu Kabutoborg VxV,17291,TV,52,6.94,188
Jiok,33144,Movie,1,6.22,121
Jishin da!! Mii-chan no Bousai Kunren,28565,OVA,1,7.50,43
Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,28549,OVA,1,6.33,48
Jitensha-hen,32777,Music,1,3.53,67
Johnny Cypher,28145,TV,130,6.86,74
Joki Joki Tailor,30157,Music,1,4.06,72
Joshikousei Nobunaga-chan!!,20835,ONA,10,5.96,473
Joukyou Monogatari,30392,Movie,1,5.40,110
JU Chuuko Jidousha Hanbaishi x Peeping Life,29752,ONA,2,3.59,123
Judo Sanka,11857,TV,27,6.68,128
Judo-bu Monogatari,19063,OVA,2,5.88,82
Juicy Jungle,32092,Music,1,3.56,63
Jungle Kurobee,10889,TV,31,6.80,127
Jungle Taitei Leo: Hon-o-ji,18533,Movie,1,6.77,190
Jungle Wars,17473,OVA,1,5.45,70
Junkers Come Here: Memories of You,19627,OVA,1,5.73,162
Junod,9525,Special,1,6.97,235
Justeen,11767,OVA,1,5.36,508
Juu-nin no Chiisa na Indian,29409,Movie,1,3.50,103
Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken,21021,Movie,1,5.67,134
Juuippiki no Neko to Ahoudori,6072,Movie,1,5.70,286
Juupiki no Kaeru,27845,OVA,2,6.25,49
Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi,31016,OVA,1,6.33,39
Kaba Enchou no Doubutsuen Nikki,25057,Special,1,5.67,50
Kaba no Potomasu,9606,Movie,1,6.13,68
Kabi Usagi,33867,ONA,Unknown,6.40,47
Kabi Usagi: Game Center,33870,ONA,1,4.17,39
Kabi Usagi: Hikouki,33869,ONA,1,3.92,38
Kabi Usagi: Kaichuu,33868,ONA,1,4.17,36
Kabocha no Oji-san,32473,Music,1,4.75,38
Kabushiki Kaisha Zoo,29748,TV,12,6.33,46
Kabushikigaisha Aokishouji,33695,Special,2,3.41,61
Kacchikenee!,30921,Movie,1,6.28,855
Kachikachi Yama,10757,Movie,1,5.33,148
Kachikachi Yama (1939),33134,Movie,1,7.00,35
Kachikachi Yama (1940),33135,Movie,1,6.50,45
Kachikachi Yama (1958),33136,Movie,1,5.67,33
Kachikachi Yama no Shouboutai,30457,Movie,1,6.19,101
Kachikachi Yama: Umi Yama-hen,33133,Movie,1,5.50,56
Kaden Manzai John TV Show!,29746,TV,25,5.67,42
Kaette Kite yoo Toyama kara,31599,ONA,Unknown,4.17,51
Kagaku Bouken-tai Tansar 5,10965,TV,34,6.73,98
Kagami,29870,Movie,1,4.49,119
Kagayake! Yuujou no V Sign,18475,OVA,1,5.67,79
Kage,29677,Movie,1,4.22,109
Kage no Kodomo,7856,Movie,1,6.76,174
Kagee Aesop Monogatari,29529,TV,26,7.17,85
Kagee Grimm Douwa,10236,TV,52,5.94,129
Kagee Mukashibanashi,29527,TV,65,7.50,87
Kagerou Daze: In a Day&#039;s,33219,Movie,1,7.29,7178
Kagerouka-kun,19497,OVA,1,5.19,84
Kagirinaki Rakuen,23569,Movie,1,7.25,86
Kahei no Umi,33607,Movie,1,9.33,44
Kai Douryoku,29381,Movie,1,6.83,52
Kai Douryoku Real,29383,Movie,1,5.50,54
Kaibutsu-kun: Demon no Ken,22975,Movie,1,5.88,93
Kaibutsu-kun: Kaibutsu Land e no Shoutai,22977,Movie,1,6.22,83
Kaijuu Sakaba Kanpai!,30777,TV,13,4.90,262
Kaijuu Sakaba Kanpai! Specials,32197,Special,13,4.60,48
Kaiketsu Tamagon,19087,TV,195,5.65,101
Kaiketsu Zorori Da-Da-Da-Daibouken!,15067,Movie,1,5.81,167
Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,30313,Movie,1,5.00,102
Kaiketsu Zorori: Mamoru ze! Kyouryuu no Tamago,19587,Movie,1,6.73,107
Kaitei Daisensou: Ai no 20 000 Miles,5581,Special,1,6.03,141
Kaitei Shounen Marine,8899,TV,65,6.49,213
Kaitei Toshi no Dekiru made,21551,Movie,1,8.00,64
Kaitou Gary no Nihonjin Kouryakuhou!,28111,OVA,1,5.54,62
Kaitou Jigoma Ongaku-hen,19053,Movie,1,4.75,88
Kaitou Lupin: 813 no Nazo,17403,Special,1,6.73,301
Kaitou Pride,19987,TV,105,6.75,71
Kaizoku Ouji,19505,TV,31,7.00,98
Kakinoki Mokkii,29481,Special,1,4.33,61
Kakko Kawaii Sengen! Specials,30704,Special,14,5.13,106
Kakkun Cafe,23613,Movie,1,5.86,54
Kakuchou Shoujo-Kei Trinary,34006,ONA,Unknown,7.50,401
Kakusensou,31015,OVA,1,8.50,34
Kamaishi no &quot;Kiseki&quot;: Inochi wo Mamoru Tokubetsu Jugyou,30245,Special,1,5.00,92
Kamen no Marionette-tachi,29985,Movie,1,6.75,61
Kamen no Ninja Akakage,13769,TV,23,6.89,202
Kamigami no Ki,34292,TV,Unknown,4.33,76
Kaminari Boy Pikkaribee★,19993,TV,54,6.20,64
Kamiusagi Rope,13817,Movie,14,6.00,137
Kamiusagi Rope (ONA),30154,ONA,Unknown,6.00,49
Kamiusagi Rope 2,13819,Movie,12,5.41,100
Kamiusagi Rope 2 Specials,30149,Special,4,3.67,63
Kamiusagi Rope 3,30150,Movie,12,4.67,104
Kamiusagi Rope 3 (ONA),13831,ONA,3,5.76,94
Kamiusagi Rope Movie Episode 0,13823,ONA,1,4.92,102
Kamiusagi Rope Specials,30148,Special,2,4.50,60
Kamiusagi Rope tsuka  Natsuyasumi Rasuichi tte Maji ssuka!?,13821,Movie,1,5.58,113
Kamiusagi Rope x au Collaboration,13825,ONA,Unknown,5.20,101
Kamiusagi Rope x Panasonic Collaboration,13827,Movie,1,5.79,116
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,30151,TV,Unknown,6.25,143
Kamiwaza Wanda,32568,TV,Unknown,5.29,316
Kamotori Gonbee,33177,Movie,1,3.89,49
Kana Kana Kazoku,24977,ONA,Unknown,5.11,98
Kana Kana Kazoku Shorts: Naru Haya Kakusan Kibou,31604,ONA,6,4.38,53
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,30442,ONA,1,4.45,71
Kana Kana Kazoku: Kakusan Mare Bo ! 1-Wa-5-wa oo Matome Koukai… Ka na?,31605,ONA,1,5.11,44
Kana Kana Kazoku: Rika in Wonderland,31603,ONA,1,4.25,57
Kana Kana Kazoku: Shinnen no Goaisatsu,30443,ONA,1,3.74,84
Kana Kana Kazoku: Stop Rubella,30444,ONA,1,4.14,71
Kanagatari. Kanabakari.: Kanadian Families,30743,OVA,1,6.36,209
Kanai,24049,ONA,1,4.12,132
Kanashiki Mongoose,30167,Music,1,3.36,90
Kanbee-kun ga Yuku,21913,Special,3,4.76,71
KanColle Movie,31418,Movie,1,7.69,9439
Kaneko Misuzu: Yasashisa no Fuukei,26333,OVA,1,5.25,53
Kangetsu Ittou: Akuryou Kiri,18583,OVA,2,5.23,91
Kanimanji Engi,29551,Movie,1,4.79,103
Kankara Sanshin,17217,Movie,1,8.00,125
Kankou Taisen Saitama: Sakuya no Tatakai,30435,ONA,4,4.24,103
Kansuke-san to Fushigi na Jitensha,23727,Movie,1,5.50,53
Kappa Kawatarou,23639,Movie,1,4.85,101
Kappa no Sanpei,9584,Movie,1,6.11,121
Kappa no Suribachi,29491,Movie,1,5.00,46
Kappa no Ude,31506,Movie,1,4.46,62
Kappamaki,20123,TV,130,5.43,75
Karakuri Kengou Den Musashi Lord,8065,TV,50,6.37,208
Karaoke Senshi Mike-tarou,5140,TV,20,7.05,159
Karasu no Panya-san/Dorobou Gakkou,27841,OVA,2,5.67,56
Karasu no Puuta,29489,TV,Unknown,8.00,42
Karate Baka Ichidai,7479,TV,47,7.35,301
Kareshi wa Hammerhead Shark,29361,TV,Unknown,3.78,120
Kariage-kun,20127,TV,59,6.50,79
Karl to Fushigi na Tou,9371,TV,26,5.14,176
Karma,29661,Movie,1,4.49,106
Karugamo Oyako no Hi no Youjin,28571,OVA,1,5.67,38
Karuizawa Syndrome,6366,OVA,1,6.27,145
Kasa Jizou,32623,Movie,1,4.43,40
Kaseifu ga Ita.,28361,OVA,1,4.55,93
Kaseki Dorobou to Kyouryuuseki,24047,ONA,1,5.59,107
Kashikokimono,31926,Movie,1,4.93,121
Kasumin,27721,TV,26,6.64,236
Kasumin 2nd Season,27723,TV,26,6.36,104
Katayoku no Khronos Gear,14039,OVA,1,7.75,542
Katsuobushi Dayo Jinsei wa,29966,Music,1,4.28,88
Katta-kun Monogatari,21101,Movie,1,5.00,70
Katte ni Shirokuma,9832,OVA,1,6.04,120
Kattobase! Dreamers: Carp Tanjou Monogatari,22111,Movie,1,5.20,71
Kayoe! Chuugaku,10797,TV,Unknown,6.77,166
Kaze no Tabibito,26229,OVA,1,6.33,47
Kaze no You ni,32832,Movie,1,6.14,741
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,24681,Special,2,6.24,103
Kazu &amp; Yasu Hero Tanjou,20143,Movie,1,6.67,78
Kemurigusa Monogatari,28691,Movie,1,7.33,56
Ken to Kaijuu,29433,Special,6,5.67,44
Ken-chan,32420,Music,1,4.75,37
Kenji no Trunk,21099,Movie,1,6.10,120
Kenka no Ato wa,29453,Music,1,5.17,96
Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,27837,OVA,1,5.67,100
Kentauros no Densetsu,17339,OVA,1,5.58,84
Kentoushi,19515,OVA,3,6.25,88
Kero Kero Keroppi no Aladdin to Mahou no Lamp,22573,OVA,1,5.91,93
Kero Kero Keroppi no Bikkuri! Obakeyashiki,22641,OVA,1,5.54,76
Kero Kero Keroppi no Boku-tachi no Takaramono,17985,OVA,1,6.50,117
Kero Kero Keroppi no Bouken: Pink no Kinoko,18087,OVA,1,6.15,110
Kero Kero Keroppi no Christmas Eve no Okurimono,17983,OVA,1,6.10,113
Kero Kero Keroppi no Dai Bouken,22625,OVA,1,6.00,75
Kero Kero Keroppi no Daibouken: Fushigi na Mame no Ki,17489,Movie,1,6.11,87
Kero Kero Keroppi no Ganbare! Keroppooz,22605,OVA,1,6.00,88
Kero Kero Keroppi no Gulliver no Bouken,15663,OVA,1,6.21,134
Kero Kero Keroppi no Kero Kero House no Himitsu,22615,OVA,1,6.84,78
Kero Kero Keroppi no Kyouryuu ga Deta,22643,OVA,1,6.10,61
Kero Kero Keroppi no Mitsubachi Daisoudou,22653,OVA,1,6.17,60
Kero Kero Keroppi no Robin Hood,17987,OVA,1,6.49,116
Kero Kero Keroppi no Sanjuushi,22649,Movie,1,6.30,63
Kero Kero Keroppi no Sora Tobu Yume no Fune,22647,OVA,1,6.62,67
Kero Kero Keroppi no Sora wo Tobetara,22645,OVA,1,6.45,69
Kero Kero Keroppi no Tomodachi ni Narou yo,22637,OVA,1,5.92,70
Kero Kero Keroppi no Tomodachi wa Mahoutsukai,22639,OVA,1,5.73,71
Kero Kero Keroppi no Tomodachitte Ii na,22619,OVA,1,6.31,71
Kero Kero Keroppi no Yowamushi-ouji no Daibouken,22613,OVA,1,6.21,88
Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,22651,TV,6,6.62,71
Keshikasu-kun,8244,TV,Unknown,4.63,157
Ketsuinu,8353,TV,13,5.04,270
Ki Renka,29679,Movie,1,4.13,99
Ki-Fighter Taerang,10237,TV,26,5.92,81
Kibun wa Uaa Jitsuzai OL Kouza,28965,OVA,1,5.83,51
Kick no Oni,3870,TV,26,7.25,261
Kick no Oni (1971),19683,Movie,1,4.78,85
Kick Off 2002,7525,TV,26,6.50,135
Kie Saranu Kizuato: Hi no Umi Osaka,26139,OVA,1,8.67,48
Kigyou Senshi Yamazaki: Long Distance Call,5928,OVA,1,5.92,168
Kii-chan Watashi  Umarete Kite Yokatta!,26225,OVA,1,7.25,52
Kikansha Sensei,23085,Movie,1,6.67,76
Kikansha Yaemon,8492,Movie,1,5.64,89
Kikansha Yaemon: D51 no Daibouken,8494,Movie,1,5.31,119
Kiki to Lala no Aoi Tori,9292,Movie,1,6.12,158
Kiki to Lala no Habatake! Pegasus,29247,OVA,1,5.65,68
Kiki to Lala no Hakuchouza no Ohimesama,17977,OVA,1,5.00,90
Kiki to Lala no Hansel to Gretel,17483,OVA,1,4.00,82
Kiki to Lala no Hoshi no Dance Shoes,17981,OVA,1,4.75,96
Kiki to Lala no Mamatte Suteki!,29249,OVA,1,5.43,61
Kiki to Lala no Ohimesama ni Naritai,17485,OVA,1,5.65,98
Kiki to Lala no Papa to Mama ni Aitai,17979,OVA,1,4.88,86
Kikou Heidan J-Phoenix: PF Lips Shoutai,8883,OVA,3,5.61,188
Kiku-chan to Ookami,5192,Special,1,6.35,142
Kimama ni Idol,21749,OVA,1,6.19,115
Kimezou no Kimarimonku Ja Kimaranee.,22595,ONA,12,4.91,64
Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,22597,ONA,12,5.00,57
Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,30976,OVA,1,7.00,34
Kimoshiba,34233,TV,Unknown,7.00,81
Kimu no Juujika,19941,Movie,1,7.50,71
King Kong: 001/7 Tom Thumb,19995,TV,26,5.00,88
King of Prism by Pretty Rhythm Short Anime,32989,Special,1,5.78,290
Kiniro Mosaic: Pretty Days,33034,Movie,1,7.23,4505
Kiniro no Kujira,26231,OVA,1,5.67,51
Kinken Chochiku Shiobara Tasuke,29555,Movie,1,4.21,101
Kinnikuman: Haresugata! Seigi Choujin,3277,Movie,1,6.30,280
Kinnikuman: Seigi Choujin vs. Kodai Choujin,3275,Movie,1,6.44,280
Kinnikuman: Seigi Choujin vs. Senshi Choujin,3279,Movie,1,6.22,282
Kinpatsu no Jeanie,6012,TV,13,6.53,275
Kintarou,10759,Movie,1,5.93,91
Kinyoru  Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou,31071,TV,5,4.14,234
Kinyoru  Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA),32408,ONA,2,4.31,75
Kirin Ashita no Calendar,32448,TV,1306,6.43,59
Kirin Monoshiri Yakata,23349,TV,1565,5.56,116
Kirin no Otenki Mama-san,30079,Special,12,3.53,109
Kissaten Soudou,33858,ONA,1,3.46,34
Kitakaze to Taiyou,32693,Movie,1,4.56,48
Kitsune no Home Run Ou,28035,Movie,1,4.16,94
Kitsune no Kan Chigai,26233,OVA,1,5.67,44
Kitsune to Budou,26327,OVA,1,5.80,70
Kitsutsuki: The Ten Hole Stories,30407,Movie,1,4.53,74
Kitty to Daniel no Odoru Santa-san no Himitsu,29549,OVA,1,6.20,48
Kitty to Daniel no Suteki na Christmas,29543,OVA,1,6.40,49
Kitty to Mimmy no Happy Birthday,22499,OVA,1,6.54,80
Kitty-chan wo Sagase! Toyama-shi Stamp Rally,33915,ONA,1,4.25,64
KiyaKiya,34286,Music,1,5.67,26
Kizu darake no Tenshi-tachi,25061,OVA,1,5.38,103
Kizuna (ONA),34120,ONA,1,5.13,31
Kizuna: Ningen no Uta Part 2,31000,OVA,1,7.00,44
Kkomaeosa Ttori,18321,Movie,1,4.50,59
Kkureogi Balmyeongwang,18301,Movie,1,3.50,61
Kkurukkuruwa Chingudeul,30048,TV,13,4.20,55
Kobito to Ao Mushi,23637,Movie,1,6.43,74
Kobo-chan,19585,TV,63,6.72,160
Kobutori,22511,Movie,1,5.38,125
Kobutori (1957),29920,Movie,1,4.75,90
Kochinpa! Dainiki,34503,TV,24,3.40,75
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,33877,Special,1,7.00,108
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,33874,Special,1,6.96,117
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Mezase! Kameari Superstar!! Ryoutsu-shiki Aidoru h,33882,Special,2,7.00,135
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,33880,Special,2,6.64,105
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,33876,Special,1,7.29,62
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa  Om,33878,Special,1,7.05,101
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Aidoru!? Nihon Ikkai Dai-Sug,33875,Special,1,6.95,104
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,33879,Special,2,7.20,100
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,33454,Special,1,7.77,268
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteid,33881,Special,2,7.18,116
Kochira Tamago Outou Negaimasu,30235,OVA,1,4.50,51
Kodanuki Ponpo,32430,Music,1,4.86,62
Koe wo Kikasete,26091,OVA,1,8.33,47
Kogitsune no Okurimono,26345,OVA,1,6.50,52
Kogitsune no Shouboutai,28569,OVA,1,6.67,38
Koguma no Misha,6261,TV,26,6.42,153
Koha Ginjiro,24489,OVA,3,5.60,74
Koishite!! Namashi-chan,24775,TV,Unknown,6.14,112
Kojin Toshi,31587,Movie,1,3.79,130
Kokoro no Catchball,30968,OVA,1,7.33,34
Kokoro no Chikara,28047,Movie,1,4.49,148
Kokoro no Hanataba,26293,OVA,1,7.50,46
Kokoro no Koukyougaku,26109,OVA,1,6.33,52
Kokoroya,26117,OVA,1,8.00,66
Kokuen,32759,Music,1,4.52,76
Komatsu Sakyo Anime Gekijou,23829,TV,24,5.17,76
Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,29738,TV,10,5.47,75
Konchuu Tsurezuregusa,16263,OVA,1,5.80,83
Konna Ko Iru kana,30129,TV,Unknown,4.00,38
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,24073,Movie,1,5.50,176
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),27519,TV,12,5.53,236
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,28885,ONA,11,4.78,91
Kono Mayonnaise wa Yuru Sugiru,30212,Movie,1,4.25,79
Kono Sekai no Katasumi ni,15227,Movie,1,8.14,8028
Kono Shihai kara no Sotsugyou: Ozaki Yutaka,12981,OVA,1,5.63,289
Kono Sora no Shita de,26095,OVA,1,6.33,54
Konpeki no Kantai: Sourai Kaihatsu Monogatari,10335,Special,1,6.45,164
Konpora Kid,17599,TV,26,5.75,72
Koori no Kuni no Misuke,25921,Movie,1,6.00,86
Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,18081,OVA,1,5.65,99
Korogashi Ryouta,10564,OVA,3,5.90,96
Korokoro Animal,29745,TV,60,6.00,43
Korokoro Animal 2,29759,TV,51,4.67,45
Kosys! Kochira Keihime Tetsudou: Kouhou System-ka,23733,ONA,2,4.60,189
Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,33854,ONA,1,5.40,48
Kotatsu Neko,7189,TV,26,5.07,291
Kotencotenco,8595,TV,52,6.18,102
Koto Nakare Hero Gingerman,33123,TV,12,3.80,39
Kotori Samba,31239,TV,240,6.75,74
Kotowaza Gundam-san,33226,ONA,17,6.13,200
Kotowaza House,20117,TV,773,5.63,110
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,2173,Movie,1,5.94,181
Kouchuu Ouja Mushiking: Greatest Champion e no Michi,17469,Movie,1,5.47,109
Kougyou Aika Volley Boys,24159,OVA,2,5.64,83
Koume-chan ga Iku!,6571,TV,12,5.90,375
Kousagi Monogatari,23097,Movie,1,6.20,67
Koutetsu no Vendetta Episode 0,17563,ONA,1,6.09,257
Kozaru no Buranko,32626,Movie,1,4.95,60
Kubbe Kort Animasjon,33528,ONA,24,5.64,44
Kubbe no Ongakukai,33527,ONA,1,4.62,55
Kubire 3 Sisters,24797,Special,7,3.00,57
Kuiba II: Dazhan Yuan Yang Jie,19687,Movie,1,7.00,166
Kuiba III: Zhanshen Jueqi,19781,Movie,1,6.82,176
Kujakuou: Sengoku Tensei,28151,ONA,1,4.33,181
Kujira,30176,Movie,1,5.74,77
Kujira no Josephina,5886,TV,23,6.53,158
Kuma no Gakkou: Jackie to Katie,9339,Movie,1,6.33,158
Kuma no Minakuro to Kouhei Jiisan,28119,OVA,1,6.33,53
Kuma no Puutarou,11197,TV,30,6.30,79
Kumo ni Noru,23699,OVA,2,5.18,118
Kumo no Ito,28053,Movie,1,5.80,158
Kumo no Ito (OVA),26279,OVA,1,6.36,67
Kumo no Ito (Special),29718,Special,1,6.60,58
Kumori Nochi Hare,31007,OVA,1,6.33,36
Kuni-chan no Ikka Ranran,34201,Movie,1,7.50,24
Kunimatsu-sama no Otoridai,17669,TV,46,6.88,95
Kupu~!! Mamegoma!,5809,TV,51,6.44,380
Kuripuri*Kuripura,30395,Movie,1,3.20,104
Kuro,31873,Music,1,5.28,74
Kuroi Ame ni Utarete,19135,Movie,1,6.25,156
Kurokan,29603,ONA,Unknown,6.64,120
Kurumiwari Ningyou (2014),26043,Movie,1,7.00,136
Kuruneko: Kurunekobin,17749,Special,4,6.71,162
Kuruneko: Nyaalock Holmes no Bouken,17753,Special,4,6.70,183
Kushimitama Samurai,33348,Special,1,5.67,69
KutsuDaru.,22465,TV,48,6.03,339
Kutsuya to Kobito,33115,Movie,1,5.06,47
Kuwagata Tsumami,18773,ONA,84,6.50,68
Kuzuryuugawa to Shounen,28109,OVA,1,7.75,61
Kwaegeol Longman Narongi,19325,TV,52,7.43,65
Kyojin no Hoshi (Movie),17439,Movie,1,6.13,109
Kyojin no Hoshi: Chizome no Kesshousen,17441,Movie,1,6.25,100
Kyojin no Hoshi: Dai League Ball,17445,Movie,1,5.86,101
Kyojin no Hoshi: Ike Ike Hyuuma,17443,Movie,1,6.57,100
Kyojin no Hoshi: Shukumei no Taiketsu,17447,Movie,1,4.75,87
Kyoro-chan no Jishin Youjin Hi no Youjin,28579,OVA,1,6.88,69
Kyoufu no Kyou-chan,20603,TV,7,4.58,66
Kyoufu Shinbun,17615,OVA,2,5.38,163
Kyoufu! Zombie Neko,31539,TV,Unknown,5.71,911
Kyouryoku Boukuusen,28067,Movie,1,3.57,104
Kyouryou Pikora,29493,Special,1,3.93,47
Kyouryuu Wakusei,7681,TV,60,6.50,138
Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,27847,OVA,1,6.50,45
Kyubi no Kitsune to Tobimaru (Sesshoseki),17673,Movie,1,7.00,114
Kyuumei Senshi Nanosaver,27393,TV,28,5.75,62
L/R: Licensed by Royal Special,30066,Special,1,6.36,140
La Vilaine LuLu,6206,Special,13,4.50,108
Lan Mao,9947,TV,Unknown,6.04,177
Lao Fu Zi Fan Dou Zhen Tan,30098,Movie,1,5.94,58
Lao Fu Zi Shui Hu Chuan,30096,Movie,1,6.71,65
Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,30099,Movie,1,6.15,60
Larva 2nd Season,31673,TV,34,7.05,92
Larva 3rd Season,31674,TV,26,7.09,60
Learn to Love,29712,Movie,1,5.50,89
Legend of Basara: Shinbashi Theater,23597,Special,1,6.31,163
Legend of the Moles: The Frozen Horror,30343,Movie,1,6.00,45
Legend of the Moles: The Treasure of Scylla,30349,Movie,1,7.20,44
Lemon Angel YJ-ban,6065,OVA,2,5.71,217
Lena lena,29003,TV,13,5.33,69
Letchu  Getchu  Saru Getchu,31054,TV,76,5.05,104
Letchu  Getchu  Saru Getchu Episode 0,32310,Special,1,3.52,54
Licca-chan to Mahou no Kuni,22421,ONA,7,4.38,72
Life!,33782,TV,Unknown,5.25,91
Lightning Atom,16820,Movie,1,5.11,62
Lina Poe Poe,32784,Music,1,3.93,69
Linetown,18155,TV,50,6.18,369
Little Charo,13177,TV,50,6.57,131
Little Charo 2,13179,TV,50,6.30,103
Little Charo: Touhoku-hen,13465,TV,12,6.25,102
Little Polar Bear: Shirokuma-kun  Doko e?,25027,Movie,1,6.56,107
